id,pet_id,reminder_protocol_usage_itemable_type,reminder_protocol_name,name,administration_date,due_date
883952,3306856,HistoricalTreatment,Vaccinuri,Nobivac DHP (A154B01/05.24) + Nobivac Lepto (A708B01/01.24),2023-05-02,2023-05-16
1340307,1680101,HistoricalTreatment,Vaccin Antirabic,Rabisin,2022-05-18,2023-05-18
1340295,1680114,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-05-18,2023-05-18
1340285,1680124,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-05-18,2023-05-18
1340277,1680127,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-05-18,2023-05-18
1340269,1680129,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-05-18,2023-05-18
1340256,1680154,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-05-18,2023-05-18
1340253,1680169,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-05-18,2023-05-18
1340246,1680179,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-05-18,2023-05-18
1340235,1680186,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-05-18,2023-05-18
1340230,1680193,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-05-18,2023-05-18
1340227,1680199,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-05-18,2023-05-18
1340220,1680203,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-05-18,2023-05-18
1340218,1680207,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-05-18,2023-05-18
1329711,1704040,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-05-18,2023-05-18
894111,3296713,HistoricalTreatment,Medicație deparazitare externă,Stronghold Plus,2023-04-20,2023-05-20
886903,3304718,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio ( A425A01/04.25),2023-04-29,2023-05-20
1329279,1704385,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-05-21,2023-05-21
3139261,2863032,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-04-18,2023-05-22
893544,3296992,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-04-18,2023-05-22
1311517,1704492,HistoricalTreatment,Vaccin Antirabic,Rabisin,2022-05-23,2023-05-23
1311511,1704502,HistoricalTreatment,Vaccin Antirabic,Rabisin,2022-05-23,2023-05-23
1311509,1704505,HistoricalTreatment,Vaccin Antirabic,Rabisin,2022-05-23,2023-05-23
1311503,1704509,HistoricalTreatment,Vaccin Antirabic,Rabisin,2022-05-23,2023-05-23
1311497,1704516,HistoricalTreatment,Vaccin Antirabic,Rabisin,2022-05-23,2023-05-23
950217,2859591,HistoricalTreatment,Medicație deparazitare internă,Drontal Plus Flavour,2023-02-24,2023-05-24
3139636,3228229,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-04-20,2023-05-24
1311264,1704781,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-05-25,2023-05-25
1309157,1705998,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-05-25,2023-05-25
950222,1271545,HistoricalTreatment,Medicație deparazitare internă,Drontal Plus Flavour,2023-02-26,2023-05-26
1309104,1706044,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-05-26,2023-05-26
1309094,1706052,HistoricalTreatment,Vaccin Antirabic,Rabisin,2022-05-26,2023-05-26
1307293,1706778,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A205B03/01.2023).,2022-05-27,2023-05-27
1307263,1706802,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-05-27,2023-05-27
1306968,1707017,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-07-02,2023-05-27
1306966,1707018,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-05-27,2023-05-27
1306962,1707019,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-05-27,2023-05-27
1306952,1707022,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-05-28,2023-05-28
1306954,1707023,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-05-28,2023-05-28
1306950,1707025,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-05-28,2023-05-28
1302652,1710134,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-05-30,2023-05-30
1302650,1710138,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-05-30,2023-05-30
893576,2693451,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-04-26,2023-05-30
893590,3296971,HistoricalTreatment,Medicație deparazitare externă,Simparica Trio,2023-04-26,2023-05-30
893578,3296978,HistoricalTreatment,Medicație deparazitare externă,Simparica Trio,2023-04-26,2023-05-30
1302608,1710155,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A205B03/01.2023).,2022-06-01,2023-06-01
1302586,1710163,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-06-02,2023-06-02
893502,2938957,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-04-28,2023-06-02
893512,3297016,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-04-28,2023-06-02
881765,3335764,HistoricalTreatment,Medicație deparazitare internă,Milprazon,2023-05-02,2023-06-02
944311,1650110,HistoricalTreatment,Medicație deparazitare externă,Bravecto,2023-03-03,2023-06-03
1302492,1710199,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-06-03,2023-06-03
1298666,1711610,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-06-03,2023-06-03
883958,3306848,HistoricalTreatment,Medicație deparazitare externă,Nexgard Combo,2023-05-03,2023-06-03
883949,3306856,HistoricalTreatment,Medicație deparazitare externă,Simparica Trio,2023-05-03,2023-06-03
944309,1650110,HistoricalTreatment,Medicație deparazitare internă,Anthelmin,2023-03-04,2023-06-04
1329420,1704259,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-06-04,2023-06-04
1298604,1706730,HistoricalTreatment,Vaccinuri,Nobivac DHP ( A144B01/04.2023) + Nobivac Lepto ( A458A01/02.2023).,2022-06-04,2023-06-04
883980,1068146,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-05-02,2023-06-06
886802,2899452,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-05-02,2023-06-06
881807,3335753,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-05-03,2023-06-07
881799,3335755,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-05-03,2023-06-07
3215335,1270366,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-05-04,2023-06-08
3461905,3746889,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-05-05,2023-06-09
925496,2867435,HistoricalTreatment,Medicație deparazitare internă,Drontal Plus Flavour,2023-03-11,2023-06-11
925498,2867435,HistoricalTreatment,Medicație deparazitare externă,Bravecto,2023-03-11,2023-06-11
3453463,3745046,HistoricalTreatment,Medicație deparazitare externă,Simparica Trio,2023-05-11,2023-06-11
925441,2867479,HistoricalTreatment,Medicație deparazitare externă,Bravecto,2023-03-12,2023-06-12
925439,2867479,HistoricalTreatment,Medicație deparazitare internă,Drontal Plus Flavour,2023-03-13,2023-06-13
3453153,1706783,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-05-11,2023-06-15
2165092,1790843,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-06-16,2023-06-16
2165122,1790895,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-06-16,2023-06-16
3453593,2029365,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-05-12,2023-06-16
3461526,1653523,HistoricalTreatment,Medicație deparazitare internă,Milprazon,2023-05-17,2023-06-17
2165169,1790916,HistoricalTreatment,Vaccinuri,Rabisin,2022-06-17,2023-06-17
2165213,1790946,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-06-17,2023-06-17
2165215,1790951,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-06-17,2023-06-17
2165219,1790954,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-06-17,2023-06-17
2165223,1790961,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-06-17,2023-06-17
3461588,3746683,HistoricalTreatment,Medicație deparazitare internă,Milprazon,2023-05-17,2023-06-17
1298556,1711647,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-06-18,2023-06-18
913328,2869383,HistoricalTreatment,Medicație deparazitare internă,Milprazon,2023-03-18,2023-06-18
3461010,1652228,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-05-15,2023-06-19
2166990,1805084,HistoricalTreatment,Vaccin Antirabic,Rabisin,2022-06-20,2023-06-20
913281,2869444,HistoricalTreatment,Medicație deparazitare internă,Anthelmin,2023-03-20,2023-06-20
913285,2869444,HistoricalTreatment,Medicație deparazitare externă,Bravecto,2023-03-20,2023-06-20
3462672,3432402,HistoricalTreatment,Medicație deparazitare externă,Prinocate,2023-05-20,2023-06-20
3644731,3746639,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (0129055B01/07.24) + Nobivac Lepto (A707A01/11.23),2023-06-06,2023-06-20
2166997,1805098,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio (A412B01/04.2024) + Rabisin ( L489686/06.2023),2022-06-21,2023-06-21
2167014,1805108,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-06-22,2023-06-22
3461637,3219799,HistoricalTreatment,Medicație deparazitare externă,Simparica Trio,2023-05-18,2023-06-22
2178247,1827661,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-06-23,2023-06-23
820011,2867515,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-05-19,2023-06-23
820013,2867523,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-05-19,2023-06-23
2178274,1827670,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-06-24,2023-06-24
819979,2341856,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-05-20,2023-06-24
3001748,2887909,HistoricalTreatment,Medicație deparazitare internă,Milprazon,2023-03-24,2023-06-24
3001758,2887909,HistoricalTreatment,Medicație deparazitare externă,Bravecto,2023-03-24,2023-06-24
819971,3219961,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-05-20,2023-06-24
3463321,3432669,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-05-20,2023-06-24
2178363,1827702,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-06-25,2023-06-25
2178408,1827720,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-06-27,2023-06-27
3511363,3435115,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-05-23,2023-06-27
2236827,1838745,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio (A412B01/04.2024) + Rabisin ( L488696/04.12.2023)),2022-06-28,2023-06-28
2236845,1838752,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-06-28,2023-06-28
2236864,1838764,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-06-28,2023-06-28
2236872,1838770,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-06-28,2023-06-28
2236886,1838783,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-06-28,2023-06-28
2236892,1838787,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-06-28,2023-06-28
3540947,1711679,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-05-27,2023-07-01
3540963,1711680,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-05-27,2023-07-01
3540580,2867611,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-05-26,2023-07-01
3644678,3949097,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio (A431B01/10.25),2023-06-02,2023-07-02
3644686,3949097,HistoricalTreatment,Medicație deparazitare externă,Credelio,2023-06-02,2023-07-02
2238997,1840106,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-07-04,2023-07-04
2238994,1840119,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-07-04,2023-07-04
2239017,1840144,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-07-04,2023-07-04
2239031,1840148,HistoricalTreatment,Vaccin Antirabic,Rabisin,2022-07-05,2023-07-05
2239056,1840162,HistoricalTreatment,Vaccinuri,Nobivac Parvo-C (A121A01/01.2024),2022-07-06,2023-07-06
2239106,1840209,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A215B01/11.2023).,2022-07-08,2023-07-08
3644742,3746639,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-06-06,2023-07-10
1267408,1884524,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-07-11,2023-07-11
1267386,1884536,HistoricalTreatment,Vaccinuri,Nobivac Rabies ( A554B01/09.2024).,2022-07-12,2023-07-12
1267374,1884542,HistoricalTreatment,Vaccinuri,Nobivac Rabies ( A554B01/09.2024).,2022-07-12,2023-07-12
1267364,1884545,HistoricalTreatment,Vaccinuri,Nobivac Rabies ( A554B01/09.2024).,2022-07-12,2023-07-12
3087581,1652213,HistoricalTreatment,Medicație deparazitare internă,Drontal Plus Flavour,2023-04-13,2023-07-13
1262586,1886956,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-07-13,2023-07-13
1262578,1886963,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A674B 01/10.2023) + RL (A215B01/11.2023).,2022-07-13,2023-07-13
1262570,1886967,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A674B01/10.2023) + RL (A215B01/11.2023).,2022-07-13,2023-07-13
3087573,2367883,HistoricalTreatment,Medicație deparazitare internă,Drontal Plus Flavour,2023-04-13,2023-07-13
1262423,1710167,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A674E01/02.2024) + RL (A217B01/04.2024).,2022-07-15,2023-07-15
1262419,1887129,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A674E01/02.2024) + RL (A215B01/11.2023).,2022-07-15,2023-07-15
1262409,1887136,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A674E01/02.2024) + RL (A215B01/11.2023).,2022-07-15,2023-07-15
1262332,1711660,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A674E01/02.2024) + RL (A217B01/04.2024).,2022-07-16,2023-07-16
1262330,1887179,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A674E01/02.2024) + RL (A217B01/04.2024).,2022-07-16,2023-07-16
1262255,1887241,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio (A412B01/04.2024) + Rabisin ( L483949/04.03.2023),2022-07-19,2023-07-19
1262206,1887274,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio ( A412B01/04.2024) + Nobivac Rabies ( A554B01/09.2024).,2022-07-19,2023-07-19
3139270,1653465,HistoricalTreatment,Medicație deparazitare externă,Bravecto,2023-04-20,2023-07-20
1262124,1887332,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A674E01/02.2024) + RL (A217B01/04.2024).,2022-07-20,2023-07-20
734946,3739928,HistoricalTreatment,Medicație deparazitare internă,Milprazon,2023-06-20,2023-07-20
1261874,1887370,HistoricalTreatment,Vaccin Antirabic,Nobivac Rabies ( A554B01/09.2024).,2022-07-22,2023-07-22
893773,1344107,HistoricalTreatment,Medicație deparazitare externă,Bravecto,2023-04-24,2023-07-24
893775,1344107,HistoricalTreatment,Medicație deparazitare internă,Dehinel,2023-04-24,2023-07-24
893732,3296895,HistoricalTreatment,Medicație deparazitare externă,Bravecto,2023-04-24,2023-07-24
1253773,1932732,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A674E01/02.2024) + RL (A217B01/04.2024).,2022-07-25,2023-07-25
1253769,1932740,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio ( A412B01/04.2024) + Nobivac Rabies ( A554B01/09.2024).,2022-07-25,2023-07-25
1253754,1932743,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A674E01/02.2024) + RL (A217B01/04.2024).,2022-07-25,2023-07-25
884309,3228110,HistoricalTreatment,Medicație deparazitare internă,Drontal Plus Flavour,2023-04-25,2023-07-25
1253730,1932747,HistoricalTreatment,Vaccin Antirabic,Rabisin,2022-07-26,2023-07-26
1253524,1932792,HistoricalTreatment,Vaccin Antirabic,Nobivac RL (A217B01/04.2024).,2022-07-26,2023-07-26
1248460,1934243,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-07-27,2023-07-27
1248430,1934248,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-07-27,2023-07-27
3541556,3887552,HistoricalTreatment,Vaccinuri,Purevax RCP (E45921/21.10.2023) + Rabisin (E73492/19.11.2024),2023-06-27,2023-07-27
3541654,3887552,HistoricalTreatment,Medicație deparazitare externă,Credelio,2023-06-27,2023-07-27
3541612,3887575,HistoricalTreatment,Vaccinuri,Purevax RCP (E45921/21.10.2023) + Rabisin (E73492/19.11.2024),2023-06-27,2023-07-27
3541622,3887575,HistoricalTreatment,Medicație deparazitare externă,Credelio,2023-06-27,2023-07-27
1248344,1934273,HistoricalTreatment,Vaccinuri,Nobivac Tricat Trio ( A412B01/04.2024) + Nobivac Rabies ( A554B01/09.2024).,2022-07-29,2023-07-29
1248290,1934283,HistoricalTreatment,Vaccin Antirabic,Nobivac Rabies ( A554B01/09.2024).,2022-07-29,2023-07-29
1248280,1934287,HistoricalTreatment,Vaccin Antirabic,Rabisin,2022-07-29,2023-07-29
1248224,1934334,HistoricalTreatment,Vaccin Antirabic,Rabisin,2022-07-30,2023-07-30
1244838,1936520,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-08-01,2023-08-01
1244834,1936524,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A674E01/02.2024) + RL (A215B01/11.2023).,2022-08-01,2023-08-01
1244814,1936542,HistoricalTreatment,Vaccin Antirabic,Nobivac Rabies ( A554B01/09.2024).,2022-08-01,2023-08-01
881767,3335764,HistoricalTreatment,Medicație deparazitare externă,Bravecto,2023-05-01,2023-08-01
598507,4159757,HistoricalTreatment,Vaccinuri,Purevax RCP ( E45921/21.10.2023),2023-07-01,2023-08-01
1244810,1101990,HistoricalTreatment,Vaccin Antirabic,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-08-02,2023-08-02
3509964,1346696,HistoricalTreatment,Medicație deparazitare internă,Nexgard Spectra,2023-06-26,2023-08-02
1244812,1936557,HistoricalTreatment,Medicație deparazitare externă,Advocate,2022-08-02,2023-08-02
886744,3304768,HistoricalTreatment,Medicație deparazitare internă,Anthelmin,2023-05-02,2023-08-02
886747,3304768,HistoricalTreatment,Medicație deparazitare externă,Bravecto,2023-05-02,2023-08-02
3578568,3933071,HistoricalTreatment,Medicație deparazitare externă,Bravecto,2023-05-02,2023-08-02
1244798,1936571,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-08-03,2023-08-03
1221298,1958798,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-08-04,2023-08-04
597613,4160311,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-07-04,2023-08-04
1262540,1887005,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A674B01/10.2023) + RL (A215B01/11.2023).,2022-08-05,2023-08-05
1221288,1958813,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-08-05,2023-08-05
1221282,1958818,HistoricalTreatment,Vaccin Antirabic,Nobivac Rabies ( A554B01/09.2024).,2022-08-05,2023-08-05
4042490,3746621,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-07-05,2023-08-05
1221272,1958823,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-08-06,2023-08-06
1221270,1958824,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-08-06,2023-08-06
4011665,1653427,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-07-04,2023-08-08
1221260,1958829,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-08-08,2023-08-08
1221258,1958831,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-08-08,2023-08-08
1221246,1958834,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-08-08,2023-08-08
1221227,1958845,HistoricalTreatment,Vaccinuri,Nobivac Parvo-C (A122A01/03.2024),2022-08-08,2023-08-08
1215716,1961917,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-08-09,2023-08-09
4042480,2321983,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-07-05,2023-08-09
4042524,2342373,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-07-06,2023-08-10
3451226,3219790,HistoricalTreatment,Medicație deparazitare externă,Bravecto,2023-05-10,2023-08-10
1215654,1961948,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-08-11,2023-08-11
3634301,2693502,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-07-07,2023-08-11
1215611,1961992,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-08-12,2023-08-12
1215583,1962002,HistoricalTreatment,Vaccinuri,Rabisin,2022-08-12,2023-08-12
3460391,3296913,HistoricalTreatment,Medicație deparazitare externă,Bravecto,2023-05-15,2023-08-15
3461522,1653523,HistoricalTreatment,Medicație deparazitare externă,Bravecto,2023-05-17,2023-08-17
1215487,1962080,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-08-17,2023-08-17
1215442,1962107,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (0129005B01/01.2024) + RL (A215B01/11.2023).,2022-08-17,2023-08-17
3461584,3746683,HistoricalTreatment,Medicație deparazitare externă,Bravecto,2023-05-17,2023-08-17
1213399,1963332,HistoricalTreatment,Vaccin Antirabic,Rabisin ( L488696/04.12.2023),2022-08-18,2023-08-18
527440,4387617,HistoricalTreatment,Medicație deparazitare externă,Nexgard Spectra,2023-07-14,2023-08-18
1213378,1963340,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (0129005B01/01.2024) + RL (A215B01/11.2023).,2022-08-19,2023-08-19
1213368,1963345,HistoricalTreatment,Vaccin Antirabic,Nobivac Rabies ( A544B01/09.2024).,2022-08-19,2023-08-19
1199774,2029395,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-08-24,2023-08-24
3511527,1653694,HistoricalTreatment,Medicație deparazitare internă,Anthelmin,2023-05-25,2023-08-25
1199730,2029417,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-08-25,2023-08-25
3540655,1251607,HistoricalTreatment,Medicație deparazitare internă,Milprazon,2023-05-26,2023-08-26
3540609,1251617,HistoricalTreatment,Medicație deparazitare internă,Milprazon,2023-05-26,2023-08-26
1199717,2029434,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B02/04.2024).,2022-08-26,2023-08-26
1199561,2029546,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B02/04.2024).,2022-08-26,2023-08-26
1199549,2029566,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-08-27,2023-08-27
1199545,2029573,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A644E01/04.2023) + RL (A217B01/04.2024).,2022-08-29,2023-08-29
1199532,2029577,HistoricalTreatment,Vaccinuri,PureVax FeLV ( L493524/21.01.23) + Rabisin ( L483949/04.03.23),2022-08-29,2023-08-29
1199485,1962039,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-08-30,2023-08-30
2316857,1887363,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-09-01,2023-09-01
2316839,2083234,HistoricalTreatment,Vaccinuri,Nobivac DHPPI (A663C01/10.2023) + RL (A215B01/11.2023).,2022-09-01,2023-09-01
